document_id,citation_de,citations_list
5303215,5078913,['5078913']
3540878,3554342; 3561444,"['3554342', '3561444']"
5238678,812555,['812555']
119915,69608,['69608']
404293,404289,['404289']
7075298,6194607,['6194607']
1201576,4029737,['4029737']
932562,3050510; 4002097,['4002097']
643785,425503,['425503']
169020,3993674,['3993674']
11380,3935246,['3935246']
759501,565969; 565974,"['565969', '565974']"
5152492,5015997,['5015997']
1390205,926502,['926502']
6241735,5956970; 6192794,"['5956970', '6192794']"
7596052,7043380,['7043380']
6005104,707573; 5853438; 1990939,"['707573', '5853438', '1990939']"
1591279,1089808,['1089808']
2106311,1375021,['1375021']
5077199,1235881,['1235881']
5235742,1508959,['1508959']
4108042,3972073; 3367633,['3972073']
4020292,4020291,['4020291']
5135866,3429675; 1398419,"['3429675', '1398419']"
5242784,1958453; 5206506,"['1958453', '5206506']"
1079148,3158010,['3158010']
5944526,1556943; 3365595,['1556943']
7109606,847874; 1615047,"['847874', '1615047']"
1210464,1049733,['1049733']
3900168,3630225; 3846876,['3846876']
952623,4210965; 4169583,"['4210965', '4169583']"
1057146,3243903,['3243903']
5315942,917659; 1218854,"['917659', '1218854']"
6479266,6537696,['6537696']
1340628,140043,['140043']
2217136,1264583,['1264583']
13903,4117795,['4117795']
5010266,1266864,['1266864']
3973183,3863493; 3914600,"['3863493', '3914600']"
5934513,5022394,['5022394']
5001071,891052,['891052']
5554669,5178686,['5178686']
1268745,653133,['653133']
4055490,4055489,['4055489']
4180740,4115903,['4115903']
854978,854979,['854979']
7036540,1315229,['1315229']
5498810,193455,['193455']
6983596,1578863,['1578863']
1542566,3944324; 4107219,"['3944324', '4107219']"
5824575,3753585; 549661; 3665745; 1384832,"['549661', '1384832']"
9803,3472218; 3724572,['3724572']
4055150,3945447; 3573340,['3945447']
986973,3865325,['3865325']
5634883,5076021; 5285727,"['5076021', '5285727']"
4048343,3587722; 3587723,"['3587722', '3587723']"
5619787,5379333,['5379333']
5081926,1356503,['1356503']
7368355,7274025,['7274025']
57230,3892105,['3892105']
1605223,1471758,['1471758']
1621388,67324,['67324']
571672,4176102,['4176102']
85732,556345,['556345']
7003257,2142783; 6438356; 6378129,"['2142783', '6438356', '6378129']"
1780306,40154,['40154']
597345,269839,['269839']
58399,4095563,['4095563']
7067320,6333278,['6333278']
1149456,440253,['440253']
6498786,6080823,['6080823']
2158903,24069,['24069']
1693695,1500441,['1500441']
2171155,2130737,['2130737']
6798748,6685107,['6685107']
6987704,431673,['431673']
151772,4084012; 4132522,['4084012']
5073509,5073510; 5073511; 5073512,"['5073510', '5073511', '5073512']"
6198489,5758056,['5758056']
5541583,5347176,['5347176']
6701582,6130495; 6153606,"['6130495', '6153606']"
5997888,5118898,['5118898']
4173791,3935874,['3935874']
6032424,1918813,['1918813']
5556100,672249,['672249']
6604706,6516703,['6516703']
5079903,4142937; 487674,"['4142937', '487674']"
6244532,1391247,['1391247']
7055592,7085614,['7085614']
1439290,3897778,['3897778']
1721466,1605192,['1605192']
6958164,6381918,['6381918']
1380932,763993,['763993']
638213,638231; 0109.045,['638231']
1267985,1053443; 3818040,['1053443']
2103480,1059992; 558926,"['1059992', '558926']"
6775702,5664300,['5664300']
1146365,1066624,['1066624']
5121388,1008860,['1008860']
1355168,4196306,['4196306']
2091837,1741906,['1741906']
46082,4052314,['4052314']
6146515,5214710,['5214710']
1186701,1026243,['1026243']
6468919,6484398,['6484398']
1656636,3828783; 989616,['989616']
1995905,4114999,['4114999']
806447,720270,['720270']
4202701,4146139; 4114784; 3551108,"['4146139', '4114784']"
6196773,3355119; 6001608,['6001608']
1220861,3670518,['3670518']
5215516,1415743,['1415743']
1965138,1069330,['1069330']
4081935,3966177; 3966178,"['3966177', '3966178']"
4107200,4048102,['4048102']
716128,3970031; 4030859,"['3970031', '4030859']"
1553172,108650,['108650']
828360,168715,['168715']
5918230,852006,['852006']
27122,4098315; 4102098,"['4098315', '4102098']"
7617581,2168068,['2168068']
5360326,3225653,['3225653']
1796602,3111316; 3909089; 1236405,"['3909089', '1236405']"
7213263,3073652; 1233910,['1233910']
6420788,6410019; 6019422,"['6410019', '6019422']"
2130349,3335850; 3335851; 3335852,"['3335850', '3335851', '3335852']"
149535,4212174; 0171.415,['4212174']
5849504,5614577,['5614577']
2009143,1446345; 1814792; 1861342,"['1446345', '1814792', '1861342']"
2145570,279809,['279809']
220926,4217063,['4217063']
2212249,2217366,['2217366']
1257144,4129196; 3203977,['4129196']
5559214,5029374,['5029374']
5566507,5320456,['5320456']
5152288,5004789,['5004789']
2114695,1824107,['1824107']
5245035,2184194,['2184194']
4107070,3985495,['3985495']
3869415,2570434,['2570434']
6188733,5817600,['5817600']
60006,4131228,['4131228']
7739353,7490453,['7490453']
1455450,130505,['130505']
6870336,4190320; 1925975,"['4190320', '1925975']"
5073371,3489239; 3647023; 3305999; 3351720; 2543174,"['3489239', '2543174']"
1047457,4182506,['4182506']
7261840,6004515,['6004515']
5165806,1808533,['1808533']
5240877,26221,['26221']
5775459,90811,['90811']
6133783,3065554; 2103303,['2103303']
4212352,3863811,['3863811']
1203923,3125932; 439980,['439980']
4080011,3931526; 3484924,['3931526']
6986095,6462612,['6462612']
563377,68403,['68403']
1872745,3953352,['3953352']
1453280,681406,['681406']
2133441,1346908,['1346908']
7114777,4128889; 5178129; 3186044,"['4128889', '5178129']"
7700692,7626234,['7626234']
4116826,4041317,['4041317']
4062531,3528721; 3860348; 3860349; 3860350,"['3860348', '3860349', '3860350']"
2090976,1165733,['1165733']
6038042,1200945,['1200945']
5574519,490664,['490664']
1524117,1323452,['1323452']
5348133,1583232,['1583232']
2091588,1981275,['1981275']
4047767,3880751,['3880751']
6571732,6430695,['6430695']
3000024,2557028; 3000170,"['2557028', '3000170']"
1023939,3573848; 3557772,['3557772']
1659121,3949370; 36405; 637656,"['3949370', '36405', '637656']"
2157041,1589172,['1589172']
14511,4147236,['4147236']
1333798,89975,['89975']
1211586,193439,['193439']
4217371,3928169,['3928169']
1192202,3872045; 3651197; 4152761,"['3872045', '4152761']"
6050402,5865322; 5773049,"['5865322', '5773049']"
970397,970396,['970396']
1740327,3737972; 49731,['49731']
2002007,1534701; 1857709; 1803273; 1857710,"['1534701', '1857709', '1803273', '1857710']"
3995806,3884256; 3884257,"['3884256', '3884257']"
1061895,69372; 838583,"['69372', '838583']"
1251151,30751,['30751']
5635209,1341543,['1341543']
991060,4189600,['4189600']
7096878,6737941; 6536888,"['6737941', '6536888']"
223802,3751508; 4088185,['4088185']
1915690,1663809; 1943338,"['1663809', '1943338']"
179350,4115249; 3923367,"['4115249', '3923367']"
2211579,2150550,['2150550']
1729032,1535356,['1535356']
1803283,1241214,['1241214']
5044125,3715613,['3715613']
4150347,4071053; 3730278,['4071053']
785043,432701,['432701']
6424617,1506590,['1506590']
1473692,1656320,['1656320']
1150288,638938,['638938']
2114095,2114027,['2114027']
32840,4198239,['4198239']
5016297,5016296; 5016298; 5016299; 5016300,"['5016296', '5016298', '5016299', '5016300']"
6580167,2093582,['2093582']
5910273,1266939,['1266939']
7469197,7413965,['7413965']
1182954,3838120; 3821901,['3838120']
7517674,6121092,['6121092']
1943274,4208470,['4208470']
6754324,5050081; 1782659,"['5050081', '1782659']"
617084,238602,['238602']
653408,62848,['62848']
7177385,6863442,['6863442']
1838824,1525566,['1525566']
1331739,4044002,['4044002']
4082876,3936405,['3936405']
5650397,5495725,['5495725']
1907761,3834055,['3834055']
5233992,1744216,['1744216']
6488326,6137814; 6350879,"['6137814', '6350879']"
2071098,4009376,['4009376']
6093882,5534869; 5880124,"['5534869', '5880124']"
222958,30971; 165124,"['30971', '165124']"
4000088,3732153; 3815754; 3898995,"['3815754', '3898995']"
1927627,1676100,['1676100']
7273500,5947411,['5947411']
6196791,5220757; 5530191; 5530209,"['5220757', '5530191', '5530209']"
937056,3985356; 4183533,"['3985356', '4183533']"
4185714,4101303; 3422461,"['4101303', '3422461']"
966413,799075,['799075']
6399756,5969538,['5969538']
1218587,1116206; 3572605,['1116206']
3966326,3966327,['3966327']
3921459,3921458,['3921458']
1661076,4186563,['4186563']
614248,3922917,['3922917']
6016590,5077637,['5077637']
5120847,1240553,['1240553']
7643126,7245948,['7245948']
6102798,1083128; 784475,"['1083128', '784475']"
4216943,3846554; 3812614,['3846554']
4196838,49034,['49034']
645107,3853184; 4025562,"['3853184', '4025562']"
5826766,1286762,['1286762']
2170454,3878975,['3878975']
1584598,1340633,['1340633']
5607257,1310878,['1310878']
6869196,5716733,['5716733']
1488825,1322638,['1322638']
791038,40154,['40154']
2211847,4179735,['4179735']
147793,4067040,['4067040']
5651869,3564008; 5354075,['5354075']
5925572,5235218; 5666155,"['5235218', '5666155']"
2187434,4086023; 4177490; 847888; 902740,"['4086023', '4177490', '847888', '902740']"
7192154,2056244,['2056244']
2042763,1363209,['1363209']
1998237,4030651,['4030651']
54849,3719449; 3183558; 2580955,['2580955']
6589278,1132895; 6439812,"['1132895', '6439812']"
5780954,1489470,['1489470']
1025893,3921388; 193219,"['3921388', '193219']"
1850658,238568,['238568']
1515462,1454754,['1454754']
6221901,5679590,['5679590']
4191786,4132268,['4132268']
5956734,5895834,['5895834']
2063679,4149168; 567432,"['4149168', '567432']"
713734,438740,['438740']
1945198,1773668,['1773668']
1894957,1437249,['1437249']
5706868,2248142,['2248142']
515179,4082202,['4082202']
1983424,650895,['650895']
1902522,1533068; 1102880,"['1533068', '1102880']"
895941,3032543,['3032543']
6579287,6674075,['6674075']
4138655,4030355,['4030355']
6282784,3134348; 4208893,['4208893']
1364278,1053724,['1053724']
6077558,2000814,['2000814']
6830035,6760950,['6760950']
4180677,4172267,['4172267']
1115968,3423512,['3423512']
2209895,1912565,['1912565']
9341,4132330,['4132330']
1687707,1204324,['1204324']
825312,32832,['32832']
599866,43547,['43547']
6071087,5610520; 3202104,['5610520']
7116978,5865397; 6092734; 6680804,"['5865397', '6092734', '6680804']"
1432310,710782,['710782']
6101362,3026258; 1716471; 2520053,"['3026258', '1716471', '2520053']"
5658658,1546913,['1546913']
970092,562921,['562921']
150510,0192.542; 3974129,['3974129']
1553711,635951,['635951']
7352651,1579972,['1579972']
5521390,5290321,['5290321']
5956521,5237703,['5237703']
6362378,5625404,['5625404']
1879986,847566,['847566']
1306936,2569922,['2569922']
6682571,5042447,['5042447']
2110385,1083756,['1083756']
6988022,6982042,['6982042']
5217257,5040017,['5040017']
5033760,1326093,['1326093']
5856264,5509029; 5521357,"['5509029', '5521357']"
5300047,2135724,['2135724']
1506598,447478; 0990.03998,['447478']
25247,4092334,['4092334']
5360315,1449960,['1449960']
3884994,0047.414; 3872300,['3872300']
1508238,1713812,['1713812']
6006675,2149484,['2149484']
4025706,3918672,['3918672']
6102990,854931; 5819036; 5593254,"['854931', '5819036', '5593254']"
4032438,3967190; 3792838; 3876021,"['3967190', '3876021']"
3880628,2717260,['2717260']
1564533,227661,['227661']
2171835,2067655,['2067655']
877654,33606,['33606']
1202946,4202505; 639541,"['4202505', '639541']"
1852867,4032398,['4032398']
3857139,0060.405; 2567478,['2567478']
5848792,5007282,['5007282']
151852,4063909,['4063909']
5835623,5323981; 5355001; 5573720,"['5323981', '5355001', '5573720']"
1887494,1587202,['1587202']
1558380,1097108,['1097108']
5249204,4091553; 219089,"['4091553', '219089']"
566037,566034,['566034']
6460467,6460466,['6460466']
6026553,5834745,['5834745']
1408226,1186955,['1186955']
5053368,3574559; 3892261,['3892261']
6976954,6162115,['6162115']
6511142,6143279; 6491857,"['6143279', '6491857']"
7141584,6553350; 5488674,"['6553350', '5488674']"
5588109,2176373,['2176373']
5549356,5687645,['5687645']
147300,3874102,['3874102']
5274209,3877290; 5274202,"['3877290', '5274202']"
4016995,3724535; 3737746,['3724535']
4137988,4086341,['4086341']
5211905,1304463,['1304463']
7779902,5231706,['5231706']
1719233,1271154; 1086673,"['1271154', '1086673']"
5870084,5725439,['5725439']
1185994,168936,['168936']
814569,770123,['770123']
842085,611185,['611185']
1418055,3323897; 3187168,['3187168']
5834356,5236537,['5236537']
25801,3318742,['3318742']
1733184,516141,['516141']
6328445,5869883,['5869883']
988247,954367,['954367']
4146237,3201702; 3346641,['3201702']
1384776,790435,['790435']
7171955,6324771,['6324771']
4084949,3865862,['3865862']
5505123,1578899,['1578899']
1467781,64851,['64851']
5152540,1866605,['1866605']
1172188,767682,['767682']
5284775,1423166,['1423166']
5127397,5030849,['5030849']
5370024,1964466; 2052682,"['1964466', '2052682']"
4153477,3098551,['3098551']
5372042,810907; 975816,"['810907', '975816']"
6920371,5541695,['5541695']
5684978,21911,['21911']
1232628,1229008,['1229008']
5540867,1306915,['1306915']
815992,480237,['480237']
1416377,1146203; 3472477,['1146203']
5366419,1763740,['1763740']
1580124,772918,['772918']
5919014,5354984,['5354984']
1309010,816112,['816112']
958102,120071,['120071']
4055758,3977156,['3977156']
6814881,6797710,['6797710']
5838947,179615,['179615']
6871600,1545452; 1230557; 2111678,"['1545452', '1230557', '2111678']"
5030114,5019170,['5019170']
4083767,3608153,['3608153']
5078058,1956902; 3178804,['1956902']
7464130,6064707; 6736609,"['6064707', '6736609']"
1837373,775635,['775635']
1626785,1355924,['1355924']
1070723,663767; 727829,"['663767', '727829']"
5038345,1901860,['1901860']
2152579,1361579,['1361579']
5118081,4143957,['4143957']
10961,3058175,['3058175']
6422146,6422785,['6422785']
4017205,4017203,['4017203']
6447734,6312073,['6312073']
7418939,7043380; 7390648,"['7043380', '7390648']"
1984501,3910346,['3910346']
2109864,890722,['890722']
6458507,6195492,['6195492']
1096438,4097607; 1004393,"['4097607', '1004393']"
6766984,6678398; 6703936,"['6678398', '6703936']"
740314,29121,['29121']
846468,4148152,['4148152']
4202464,4081718,['4081718']
2023419,4140515,['4140515']
966472,582824,['582824']
24803,3987867,['3987867']
7787,4001576; 3862589,['4001576']
6150838,599824,['599824']
2076955,64729,['64729']
6480784,2023397,['2023397']
3984120,3913274,['3913274']
7120190,3256278,['3256278']
7175591,6686400; 6873433; 7155083,"['6686400', '6873433', '7155083']"
4033884,3557922,['3557922']
1593883,446362,['446362']
1055555,1055531,['1055531']
1188855,980337,['980337']
7271418,2615589,['2615589']
6908419,5652321; 6451118,"['5652321', '6451118']"
1658329,70109; 4071906,"['70109', '4071906']"
1998576,1820820; 2072213,"['1820820', '2072213']"
5343139,205164,['205164']
1563423,1455750,['1455750']
2217383,4065824,['4065824']
4107156,3845902,['3845902']
4033353,3961202,['3961202']
917906,50722,['50722']
824586,4129310,['4129310']
5553219,5250101,['5250101']
706751,9055,['9055']
1127748,1029311,['1029311']
6280640,589370,['589370']
5048964,1818752,['1818752']
5056206,572018; 1885977,"['572018', '1885977']"
7355116,1339388,['1339388']
1406109,4218578; 1120739,"['4218578', '1120739']"
4050440,3674874,['3674874']
2078304,3999713,['3999713']
1257085,4132278; 566994; 4088188,"['4132278', '566994', '4088188']"
440035,4127615,['4127615']
1742076,1711469,['1711469']
5954244,3602279; 3232581,['3232581']
7472631,3910945,['3910945']
7477335,6566609; 6552885,"['6566609', '6552885']"
2109548,1114483; 1418870; 1418894,"['1114483', '1418870', '1418894']"
903541,4209946,['4209946']
1626141,32575,['32575']
4084883,3854818; 3936937,"['3854818', '3936937']"
3989529,3989528,['3989528']
2131717,15293,['15293']
6247410,3976141,['3976141']
6151433,6111306; 6151440,"['6111306', '6151440']"
7300676,6271969; 7001199,"['6271969', '7001199']"
1121774,600043; 4086527,"['600043', '4086527']"
6267106,941231; 6017063,"['941231', '6017063']"
2166817,647173,['647173']
7279065,6336221,['6336221']
1837305,4190625,['4190625']
7675635,7675624,['7675624']
7075295,6740465; 6587954,"['6740465', '6587954']"
3913950,3871910,['3871910']
2084011,1449510,['1449510']
5123313,1704365; 2110326,"['1704365', '2110326']"
5577610,1080269; 5522935; 5380117,"['1080269', '5522935', '5380117']"
563382,4040204; 194168,"['4040204', '194168']"
5047408,1476473,['1476473']
5853815,5617054,['5617054']
1127065,3932372; 3588051,['3932372']
6519845,6327965,['6327965']
2217147,2096232,['2096232']
501214,55122,['55122']
2072333,222709,['222709']
932170,97338,['97338']
4096372,4059561,['4059561']
7032118,6223205,['6223205']
4042216,4015064,['4015064']
5319668,1779740; 2101056,"['1779740', '2101056']"
549919,10119,['10119']
6131952,1545126; 5711587,"['1545126', '5711587']"
4455,3877790,['3877790']
709624,3931911; 4075955,"['3931911', '4075955']"
1342799,1342798,['1342798']
1186286,4198453; 762186,"['4198453', '762186']"
4193964,4009323,['4009323']
7330966,1933076,['1933076']
7357169,5909895; 6480693,"['5909895', '6480693']"
6846970,3879780; 90882,"['3879780', '90882']"
1845948,528885,['528885']
804746,69616,['69616']
823445,4048134,['4048134']
5798748,3268581; 5296713,['5296713']
5665981,2242877,['2242877']
1880292,1354088,['1354088']
6144,4038489,['4038489']
2112559,1285984,['1285984']
5826355,2182218,['2182218']
935173,969451,['969451']
279483,3847948,['3847948']
7710295,5559171,['5559171']
1621386,4187986,['4187986']
7217035,1993727,['1993727']
5492131,1379926; 5204069,"['1379926', '5204069']"
5710762,2137057,['2137057']
5884620,1307444,['1307444']
5613960,5247197,['5247197']
1918744,1305296,['1305296']
4064993,3754704; 3719154; 3809975; 3991912,['3991912']
696915,4158650,['4158650']
26909,4117009,['4117009']
7380179,1538480,['1538480']
7061198,672234,['672234']
6428829,3861465; 6417205,"['3861465', '6417205']"
1906063,1223264,['1223264']
2052617,1249491,['1249491']
1714345,4091685,['4091685']
2094045,5039955,['5039955']
943393,800245,['800245']
6048506,5686885,['5686885']
5577091,908249,['908249']
5366,3925736,['3925736']
2117940,4215136,['4215136']
3895283,3875522,['3875522']
1417043,475156,['475156']
896189,4148295,['4148295']
4118554,4118555,['4118555']
1054708,1054708,['1054708']
150578,150594,['150594']
1042641,871841,['871841']
5882954,5882950,['5882950']
482007,31905; 31892; 3613169,"['31905', '31892', '3613169']"
1724934,1583820,['1583820']
6250186,5675020; 5710190,"['5675020', '5710190']"
7232870,5833546,['5833546']
2104182,992098; 883836,"['992098', '883836']"
5074451,1749309; 4012859,"['1749309', '4012859']"
1420225,3878975; 3859180,"['3878975', '3859180']"
5628220,5154979,['5154979']
3916746,3886280,['3886280']
7413021,7192509,['7192509']
4012000,3900306,['3900306']
7241981,5323892,['5323892']
852087,490143,['490143']
5933021,5248095; 5532601,"['5248095', '5532601']"
1097742,150022; 932345,"['150022', '932345']"
6160990,1519597,['1519597']
5021518,3850153,['3850153']
6111054,3273569; 5121227,['5121227']
2177571,1903807; 2114792,"['1903807', '2114792']"
37683,94848,['94848']
6378630,6290306; 5682879,"['6290306', '5682879']"
6192144,5682322,['5682322']
1749793,591380,['591380']
5291252,2160508,['2160508']
2067309,935126; 958308,"['935126', '958308']"
23817,4137965,['4137965']
1067562,3027157,['3027157']
6371201,6126085,['6126085']
5079991,3957678,['3957678']
4187973,4160917,['4160917']
1173104,3281920,['3281920']
7585686,6133899,['6133899']
5302083,192914,['192914']
878213,720402,['720402']
4034068,3355421; 3983559; 3912701; 3989714,"['3983559', '3912701', '3989714']"
1337921,40046,['40046']
6726032,1566242,['1566242']
6271791,1754817,['1754817']
1001243,201603,['201603']
1395023,3887731; 4055668,"['3887731', '4055668']"
492774,16982,['16982']
4096532,3852102,['3852102']
6310172,5987800; 4178118; 6251853,"['5987800', '4178118', '6251853']"
1286473,1095125,['1095125']
6296622,6238801,['6238801']
5077492,1742839,['1742839']
6694615,6447930,['6447930']
902577,663715; 605112,"['663715', '605112']"
5013250,542031,['542031']
3952740,3884149,['3884149']
1117767,43055,['43055']
1067914,3927291,['3927291']
1139510,3820751; 3923718; 3830914,"['3923718', '3830914']"
4035033,3945279,['3945279']
1264683,734495,['734495']
1216706,4090083,['4090083']
7376595,3173817,['3173817']
561010,4099271; 220055,"['4099271', '220055']"
6210471,6210470; 6265496,"['6210470', '6265496']"
1648778,3829943; 3906521,['3906521']
5574520,1684152; 2072204,"['1684152', '2072204']"
1389344,808285; 836500,"['808285', '836500']"
4142153,3952891,['3952891']
5201684,1214153,['1214153']
57844,4089677,['4089677']
4079678,4079677,['4079677']
2007692,1729293; 795452; 1978729,"['1729293', '795452', '1978729']"
5666396,5577505,['5577505']
4048267,4048266,['4048266']
2157489,3086795; 3050389; 2157459,['2157459']
5313057,734993,['734993']
4029798,3933290; 3933291; 3998059,"['3933290', '3933291', '3998059']"
5210999,1682908,['1682908']
6381933,6039441,['6039441']
12401,3877968,['3877968']
681971,4200464; 56862; 4175227,"['56862', '4175227']"
982519,3999239; 54677,"['3999239', '54677']"
1450002,4181495,['4181495']
7050185,3964014,['3964014']
404562,4200340; 4216104,"['4200340', '4216104']"
2083193,1132975,['1132975']
5980699,203489,['203489']
854818,4150997,['4150997']
6337,4053965,['4053965']
4127385,4042065,['4042065']
2057312,1512533,['1512533']
6264327,6293932,['6293932']
1337917,1334759,['1334759']
167550,95057; 95048,"['95057', '95048']"
7225453,2532394; 3019178,['2532394']
6201615,2194426; 5083641,"['2194426', '5083641']"
4123155,3740660; 4109936,['4109936']
1529964,167311,['167311']
6083247,5860363; 2106573,"['5860363', '2106573']"
205340,4195977,['4195977']
5083326,766567,['766567']
6736606,6473576,['6473576']
1203798,1062410,['1062410']
1396099,1202947,['1202947']
26297,4110839; 4126563,"['4110839', '4126563']"
987664,3879285; 3798153; 3985400; 4081703,"['3879285', '3985400', '4081703']"
6851246,4172067,['4172067']
7372705,840790,['840790']
1925033,4190653,['4190653']
10188,3984446; 4189072,"['3984446', '4189072']"
6688463,3114842; 3313975,['3313975']
764136,746918,['746918']
5244786,1866664,['1866664']
7285193,6100632,['6100632']
1911351,1373365,['1373365']
35488,4214208,['4214208']
5039091,2229119,['2229119']
5031508,5004809,['5004809']
1025702,3974284,['3974284']
6225558,6277769,['6277769']
5225355,1606321,['1606321']
1160757,3561425,['3561425']
4182272,3909245,['3909245']
1720157,166495; 624595,"['166495', '624595']"
6394222,5608662,['5608662']
997798,3587262; 40481,['40481']
2013111,1896624; 2103063,"['1896624', '2103063']"
3891701,3879241,['3879241']
6387735,1590544,['1590544']
1252638,1050468,['1050468']
7514808,778031,['778031']
6631543,1782987,['1782987']
7389899,7198579,['7198579']
30709,4174005; 4166169; 4088606; 4140910,"['4174005', '4166169', '4088606', '4140910']"
4131556,4082853; 3642028,['4082853']
5690722,5161934; 5690741; 5690742,"['5161934', '5690741', '5690742']"
1963604,1618605,['1618605']
1444252,1164172,['1164172']
2196472,1744287,['1744287']
5688730,5136983,['5136983']
92994,4194,['4194']
6127353,5706981; 5946831,"['5706981', '5946831']"
1376346,1352162,['1352162']
4196941,4080408,['4080408']
3930714,3892954,['3892954']
1442881,1151360,['1151360']
4154761,4091684,['4091684']
1163890,58826,['58826']
3886038,3886037,['3886037']
7636567,2097150; 5039718; 5708431; 6280744,"['2097150', '5039718', '5708431', '6280744']"
3955064,3891495,['3891495']
4113586,4046741,['4046741']
5553016,2134400,['2134400']
5166376,1709214,['1709214']
5284776,4085917; 1855830,"['4085917', '1855830']"
493237,3881203,['3881203']
5500610,5347070,['5347070']
1586481,1154669,['1154669']
5227600,1047762,['1047762']
637487,611074,['611074']
7049060,2581381,['2581381']
5081410,2687308,['2687308']
1730004,3109035,['3109035']
6038720,5555198,['5555198']
5181349,1203669,['1203669']
1040410,3049937,['3049937']
5130427,3959279; 1986334,"['3959279', '1986334']"
2012607,4155360,['4155360']
2211253,1970858,['1970858']
1394774,1389732,['1389732']
7243027,1531169,['1531169']
2114652,1640248; 4004561,"['1640248', '4004561']"
2109547,2110089,['2110089']
7344691,3034295; 2510042,"['3034295', '2510042']"
6604658,5559012,['5559012']
5718292,5543831,['5543831']
1208184,3826915; 935108,"['3826915', '935108']"
7583885,7471793,['7471793']
4132280,3235410,['3235410']
1548899,3124071,['3124071']
5076268,3895476,['3895476']
7301139,3077871; 1925771; 1927525,"['1925771', '1927525']"
11287,4124437,['4124437']
2165789,1269681,['1269681']
6034161,2100778,['2100778']
5492708,5013509,['5013509']
5774127,5197730; 4046609,"['5197730', '4046609']"
1631944,1676976,['1676976']
5718456,806307,['806307']
6653561,1590123,['1590123']
2116071,48447,['48447']
727045,4122959; 31864,"['4122959', '31864']"
2182538,44052,['44052']
7418870,7359335,['7359335']
846481,3139051,['3139051']
219053,4184179; 4007008; 4048406; 4171719,"['4184179', '4007008']"
2070748,3732084; 944221,['944221']
4152521,4125510,['4125510']
554257,4067257,['4067257']
786574,4158830,['4158830']
5628180,727289,['727289']
1824281,4105778,['4105778']
5382747,1163356,['1163356']
7030748,5992479,['5992479']
5825946,1047698,['1047698']
5238431,179402,['179402']
6153065,6101679,['6101679']
740528,3903351; 3381327,['3903351']
7465830,7212197,['7212197']
17722,3971827,['3971827']
422138,53198,['53198']
1208785,847512,['847512']
7182142,5937137,['5937137']
150678,194472,['194472']
1513061,41174; 1501385,"['41174', '1501385']"
1513178,1182547; 1203828,"['1182547', '1203828']"
29611,3871416; 4075131,"['3871416', '4075131']"
7529415,4003106; 4026387,"['4003106', '4026387']"
6161530,5997617; 6221603,"['5997617', '6221603']"
1530996,4094342; 1406890,"['4094342', '1406890']"
5181214,5053067,['5053067']
2150795,1431877; 1431876,"['1431877', '1431876']"
7593979,5624898,['5624898']
2058691,838584,['838584']
1484605,4052531; 4111547; 65667,"['4052531', '4111547', '65667']"
5790099,5485341; 5078950,"['5485341', '5078950']"
7125509,7074190,['7074190']
4096265,4060223,['4060223']
6548171,6326977,['6326977']
1990739,4012693,['4012693']
22979,3146053; 4081513,['4081513']
4104302,4066267,['4066267']
493283,3852317,['3852317']
2070264,2070279,['2070279']
5349150,2632898,['2632898']
6015949,3021582; 480226; 927983,"['480226', '927983']"
910657,3981779; 3479512,['3981779']
1886046,1329337,['1329337']
1557695,806438,['806438']
784879,530103,['530103']
4065053,3877250,['3877250']
5035555,1633507,['1633507']
4127498,3975216; 4107075; 3971024,"['3975216', '4107075', '3971024']"
1053887,806298,['806298']
1970691,3215864,['3215864']
2139597,1924552,['1924552']
5774769,2150880; 5151123; 5199453; 1145864,"['2150880', '5151123', '5199453', '1145864']"
4210908,4210909,['4210909']
2134944,224077,['224077']
1818763,475338,['475338']
5141252,5127933,['5127933']
958532,3949041,['3949041']
22872,3194638,['3194638']
1145243,779105,['779105']
7617018,6108746,['6108746']
1775563,3877257,['3877257']
6072479,5221835,['5221835']
5353771,5132665; 5004646,"['5132665', '5004646']"
1837344,1566954,['1566954']
1779298,1713672,['1713672']
892268,3699021,['3699021']
243459,4175342,['4175342']
1142041,49013; 194034,"['49013', '194034']"
1309826,743981,['743981']
7264133,1450009; 1832411; 6618501,"['1450009', '1832411', '6618501']"
1807867,1000114,['1000114']
7224771,1076992,['1076992']
1895051,1096025,['1096025']
5232643,2119510,['2119510']
930777,4133238; 4020121,"['4133238', '4020121']"
4006508,3933297,['3933297']
47573,3146456; 3179995; 3895778,"['3146456', '3179995', '3895778']"
4038474,4038472; 4038473,"['4038472', '4038473']"
1986371,149275,['149275']
61125,4065131,['4065131']
1261162,1261230,['1261230']
1690999,579904,['579904']
5008063,1340103,['1340103']
890863,4112741,['4112741']
5303416,1703047; 5016148,"['1703047', '5016148']"
493143,4069526,['4069526']
6642624,957011; 5313914,"['957011', '5313914']"
2092356,990918,['990918']
4107619,4096306; 4080315,['4080315']
5077732,5077731,['5077731']
1506632,1419895,['1419895']
764142,4025803; 3621859,"['4025803', '3621859']"
1340663,1106817,['1106817']
427642,130434,['130434']
942668,3220078,['3220078']
4045643,4045642,['4045642']
1802842,1394610,['1394610']
33354,3879979,['3879979']
944415,23870,['23870']
487019,4150863,['4150863']
1660912,3079597; 1062435,['1062435']
4191930,3931204; 3979302,"['3931204', '3979302']"
1917890,4029737,['4029737']
7118602,5858900,['5858900']
