document_id,citation_de,citations_list
2130659,3120111; 1431905,['1431905']
7023647,5503244; 5316997; 3971113; 6533797,"['5316997', '3971113', '6533797']"
5148946,4173627,['4173627']
851416,4159131; 269538; 3966715,"['4159131', '269538', '3966715']"
5033420,5119903,['5119903']
5382593,2135760; 2101716,"['2135760', '2101716']"
428571,35442,['35442']
6617450,808351; 5132650,"['808351', '5132650']"
6040281,5047790; 5994509,"['5047790', '5994509']"
2062261,4136563; 1365870,"['4136563', '1365870']"
6176525,923703; 6017068,"['923703', '6017068']"
1733360,4066707,['4066707']
6843285,3830068,['3830068']
5126588,5054920,['5054920']
2135120,1294544; 1347968; 1713700; 1977878; 2173784; 2093949,"['1294544', '1347968', '1713700', '1977878', '2173784', '2093949']"
3968890,3886127; 3865568; 3950836,"['3865568', '3950836']"
2159247,727429,['727429']
2153604,936435,['936435']
7649329,7585228,['7585228']
5853448,1960064; 5853449,"['1960064', '5853449']"
5708704,5702947; 5806776,"['5702947', '5806776']"
4152474,4043940,['4043940']
983091,4073129; 3091907; 4045900,"['4073129', '4045900']"
6249178,1676816; 1795843; 2192503,"['1676816', '1795843', '2192503']"
792845,91445; 772998,"['91445', '772998']"
7076856,6068631; 2242282,"['6068631', '2242282']"
4182300,3804376; 3951484,"['3804376', '3951484']"
7470679,6981191,['6981191']
1507587,3436; 1336853; 1385062,"['3436', '1336853', '1385062']"
3868303,3844704,['3844704']
6203608,5939564; 5122925,"['5939564', '5122925']"
5275506,1597928; 653145; 5125444,"['1597928', '653145', '5125444']"
5616450,5551287; 3460471,['5551287']
5051362,1695326; 194040,"['1695326', '194040']"
55780,3875230,['3875230']
5177704,1680641,['1680641']
5664254,2167052; 5383509,"['2167052', '5383509']"
3911400,3885084,['3885084']
6378272,6378227,['6378227']
4107187,4004564; 3996048,"['4004564', '3996048']"
5562548,5148604,['5148604']
5835564,5827981,['5827981']
6309415,2098682; 2227174; 5346694,"['2098682', '2227174', '5346694']"
6908358,6864144; 6662221,"['6864144', '6662221']"
7096460,6713497,['6713497']
2145242,3828694; 431988,['431988']
5344740,437296; 5261616,"['437296', '5261616']"
3933297,3457153; 0079.255; 3918626,['3918626']
4183496,3859227; 3939423,"['3859227', '3939423']"
6790080,560965,['560965']
21729,3310103,['3310103']
7247071,5854846,['5854846']
5538789,5115343; 5275102,"['5115343', '5275102']"
5579711,5077491; 5038867; 1886603,"['5077491', '5038867', '1886603']"
1260964,733193; 3534882,['733193']
743595,4042719; 51429,"['4042719', '51429']"
6931193,5355879,['5355879']
2124764,1827719; 2149793; 3654252,"['1827719', '2149793']"
1104112,3309240; 700921,['700921']
4053612,4033738,['4033738']
6245627,6074541,['6074541']
7250826,954738,['954738']
5019225,1992433,['1992433']
6124182,6175693,['6175693']
6135737,5123084,['5123084']
6065251,5590018; 3840631,['5590018']
2012120,1915257,['1915257']
5177801,5121067; 2219054,"['5121067', '2219054']"
7738013,4082067; 7511052,"['4082067', '7511052']"
4013310,4000765; 3923453,"['4000765', '3923453']"
5770417,624866; 3838948,"['624866', '3838948']"
1944458,1466391,['1466391']
6241741,5865634,['5865634']
705101,5309,['5309']
6684213,1270200,['1270200']
2003651,1156708,['1156708']
6436319,4131015; 4173627; 3939989,"['4131015', '4173627', '3939989']"
7387782,3983362,['3983362']
696949,124202; 3868743,"['124202', '3868743']"
5882542,5206853; 5292810; 5533002,"['5206853', '5292810', '5533002']"
1515604,4183103; 1218431,['4183103']
5918543,5570773,['5570773']
7246528,6084156,['6084156']
6156488,5527483,['5527483']
5880567,1173680,['1173680']
6909408,2621409; 2616503; 97615; 709382,"['2621409', '2616503', '97615', '709382']"
7514045,3770314; 3822460; 6281689,['6281689']
1599709,1496817,['1496817']
1107404,4063267,['4063267']
1097690,47671,['47671']
1036262,927135; 883725,"['927135', '883725']"
1990626,1624752,['1624752']
6949462,6499128; 6125035,"['6499128', '6125035']"
922370,4153510; 814520,"['4153510', '814520']"
1347805,1097638,['1097638']
1912091,2628910,['2628910']
1569507,1045499,['1045499']
7285309,11534,['11534']
6195914,5541222,['5541222']
1648732,47671,['47671']
6109994,5077078,['5077078']
6517542,5191456; 833160,"['5191456', '833160']"
4042754,4042755; 4042756; 4042757,"['4042755', '4042756', '4042757']"
6506377,5171433,['5171433']
5275031,44587; 5162163; 2196686,"['44587', '5162163', '2196686']"
6143176,5382595,['5382595']
3914429,3437265; 3914430; 3427469; 3613164,['3914430']
6296595,1968522; 8640,"['1968522', '8640']"
1186217,1121724,['1121724']
1498915,1268052,['1268052']
5282816,4043940; 5578743; 5636295; 5636296,"['4043940', '5578743', '5636295', '5636296']"
1261164,6107,['6107']
5175519,977448,['977448']
5556821,2070184,['2070184']
7595053,510251; 6181623,"['510251', '6181623']"
4039855,3895062,['3895062']
5935882,1374966; 5503808,"['1374966', '5503808']"
1787116,1230683,['1230683']
957409,12352,['12352']
7544368,7212534,['7212534']
1257018,4006524,['4006524']
4025715,4015008,['4015008']
4198394,4120712,['4120712']
6745703,6369458; 3536421; 6588965,"['6369458', '6588965']"
1154802,14555,['14555']
7572645,3565099; 6495132; 2132034; 7605936,"['6495132', '2132034', '7605936']"
1331333,3377364; 4196169,['4196169']
5294652,4184219,['4184219']
6125275,3596991; 897947; 2612537; 3336604; 3336605,"['897947', '2612537']"
1241238,863623,['863623']
6393537,179367,['179367']
5078562,5077750,['5077750']
3977376,3931350; 3813992; 3857442,"['3931350', '3857442']"
7144074,3207836; 1860105,['1860105']
6829244,3292251; 3357484,['3292251']
5127182,3201861; 3235400; 3561443; 35801; 1057252; 4142117,"['3235400', '35801', '1057252', '4142117']"
2064165,824714,['824714']
4072063,3919460; 3852159,"['3919460', '3852159']"
6378518,5608505; 5593784,"['5608505', '5593784']"
4074135,3514781; 0089.137; 3854137,['3854137']
5552249,2208113; 5159468; 2153732; 1335208,"['2208113', '5159468', '2153732', '1335208']"
1650876,1012635,['1012635']
2161573,3285731; 3307895; 3597129; 2113469,"['3307895', '2113469']"
1332758,1165758,['1165758']
970807,4196025; 1522,"['4196025', '1522']"
5363971,5252107; 3262021,['5252107']
6177621,1444765; 4069789,"['1444765', '4069789']"
5773211,5199484,['5199484']
1998296,1033817; 1746230,"['1033817', '1746230']"
7140095,5839389; 6892894,"['5839389', '6892894']"
3557825,3025698; 3442103; 3406010; 2519972,"['3025698', '2519972']"
734566,638514; 707139,"['638514', '707139']"
7689140,1442992,['1442992']
1874511,590939; 1526433,"['590939', '1526433']"
6501725,5120643; 5500117; 5702477; 6439740,"['5120643', '5500117', '5702477', '6439740']"
4090392,3951473; 3401861,['3951473']
7499589,6529806,['6529806']
1385248,986792,['986792']
5223484,2106990; 3324894,['2106990']
1590595,4032585; 177181; 832997; 1563363,"['4032585', '177181', '832997', '1563363']"
6292174,1596159; 936875,"['1596159', '936875']"
943180,3098489,['3098489']
1545136,3908991,['3908991']
1180159,0547.58059; 854100,['854100']
5290168,4208362; 795614,"['4208362', '795614']"
1570972,4065565,['4065565']
7502724,7328951,['7328951']
1724332,1567204,['1567204']
5231723,5166530; 2138235,"['5166530', '2138235']"
786147,540104,['540104']
3944723,0057.378; 0119.171; 0133.148; 3837942,['3837942']
2163106,1221961; 4021539,"['1221961', '4021539']"
1657092,3766558; 856939,['856939']
7589802,6292125,['6292125']
2138925,3757442; 4197045,['4197045']
1463246,1234251; 1329274; 1475249,"['1234251', '1329274', '1475249']"
6062829,2003925,['2003925']
6154002,5933853,['5933853']
1862071,812887,['812887']
6490575,1058112,['1058112']
5129631,3979467; 4134397,"['3979467', '4134397']"
4189896,4189895; 4063245,"['4189895', '4063245']"
4065109,3739675; 4043954,"['3739675', '4043954']"
6710529,6621114; 5377113,"['6621114', '5377113']"
1156841,598810,['598810']
6676106,6699177,['6699177']
6225311,3997972; 1038947; 4046118,"['3997972', '1038947', '4046118']"
1370607,4085863,['4085863']
5724773,2174709; 2234474; 1817354; 1915675,"['2174709', '2234474', '1817354', '1915675']"
1679376,883791,['883791']
5566817,791194,['791194']
4184144,3902744,['3902744']
1299992,1336593,['1336593']
5232583,1098752; 1652505,"['1098752', '1652505']"
2140222,1538130; 1622405,"['1538130', '1622405']"
5059959,1340125; 2067402; 927116,"['1340125', '2067402', '927116']"
1990978,1336970; 1384489; 1694240,"['1336970', '1384489', '1694240']"
33968,3350130; 4081810,['4081810']
7107650,5497319,['5497319']
1500369,465482,['465482']
64705,3901778,['3901778']
5565838,837031; 1184330; 1782645,"['837031', '1184330', '1782645']"
2102278,697181; 1998253,"['697181', '1998253']"
5223982,5590665,['5590665']
1672611,1389510; 1309764; 1356436,"['1389510', '1309764', '1356436']"
1161427,410022,['410022']
1685222,1188153; 1564305,"['1188153', '1564305']"
1803961,119839; 3493026; 1998577,"['119839', '1998577']"
4156659,3985429; 4150500,"['3985429', '4150500']"
2064539,3968977,['3968977']
2091708,3161304; 3182318; 3972942,['3972942']
2107159,1061823,['1061823']
2121564,4165771,['4165771']
7452347,3504935; 6403094; 4142004,"['6403094', '4142004']"
2222240,3523838; 1768079; 1189760,"['3523838', '1768079', '1189760']"
3895623,3406634; 3812273,['3406634']
1384761,3366986,['3366986']
6598962,5294662,['5294662']
1309938,409755,['409755']
2215583,3985245; 1843806; 934819; 4174986; 9408,"['3985245', '1843806', '934819', '4174986', '9408']"
1322494,530108,['530108']
2133934,522675; 3480625; 3747156,['522675']
5810051,3770299; 4117193,['4117193']
5238382,1217283,['1217283']
7008715,6102781,['6102781']
1791686,1652730,['1652730']
2164255,2107197,['2107197']
5135834,2162761; 1888330,"['2162761', '1888330']"
6641100,3857704,['3857704']
790430,77819,['77819']
3980036,3929961,['3929961']
5522074,4184412,['4184412']
1262483,3894116; 3923723,"['3894116', '3923723']"
1702480,1678008,['1678008']
566437,3971198; 431387; 431369,"['3971198', '431387', '431369']"
7785111,1508184,['1508184']
4017005,3777589; 3582237,['3582237']
1985432,205892,['205892']
823506,12439; 4127217,"['12439', '4127217']"
7391105,6818110,['6818110']
5249373,2120734; 3951575; 3832919,"['2120734', '3951575']"
1341216,4199264,['4199264']
3977017,3823803; 3922661,['3922661']
7175556,6558002; 6802729; 6844096; 6989547; 7035673,"['6558002', '6802729', '6844096', '6989547', '7035673']"
5864257,2172936; 1857851,"['2172936', '1857851']"
5506985,1839908,['1839908']
62779,405007,['405007']
5309654,2123995,['2123995']
4073374,4073373; 3360765; 3351943; 3403583; 0209.434,['4073373']
5704754,2095714; 5223287,"['2095714', '5223287']"
1241684,1147934; 1314218,"['1147934', '1314218']"
6165749,6108862,['6108862']
2151807,4081859; 806485,"['4081859', '806485']"
1545144,554947; 733146,"['554947', '733146']"
2152109,515615; 549891; 166253; 4196746,"['515615', '549891', '166253', '4196746']"
6456951,5036015; 5806742; 6070723; 6028205,"['5036015', '5806742', '6070723', '6028205']"
5025129,1026420; 1302899,"['1026420', '1302899']"
6437654,1903754; 6207690; 5789934,"['1903754', '6207690', '5789934']"
7566019,6645387; 7625518,"['6645387', '7625518']"
5059461,5066367,['5066367']
6484013,1750597; 1819336,"['1750597', '1819336']"
5007264,1086106,['1086106']
1465776,999673; 3362748,['999673']
6361140,1969083,['1969083']
2102589,3116851; 2100263,['2100263']
7149453,5996440; 6490155,"['5996440', '6490155']"
6665509,6680202; 5144253; 5791775,"['6680202', '5144253', '5791775']"
5247991,1307019; 3072399; 29307; 3282899,"['1307019', '29307', '3282899']"
2153336,1254145,['1254145']
7629748,5358095; 6296305,"['5358095', '6296305']"
6294032,1445245,['1445245']
1663690,431799,['431799']
5155722,1990251,['1990251']
6369439,5529343; 5999991,"['5529343', '5999991']"
4107583,4107582,['4107582']
6242292,2192487,['2192487']
6399043,6299925,['6299925']
2012522,1970798,['1970798']
29946,4029524,['4029524']
2171757,167911; 1547100,"['167911', '1547100']"
1340611,1370110,['1370110']
874355,802375; 398980,"['802375', '398980']"
119828,4081708,['4081708']
1006706,958534,['958534']
6251753,6019374,['6019374']
1214097,1214098,['1214098']
7558268,2208269; 5282538,"['2208269', '5282538']"
5675041,5058405,['5058405']
5019794,3223759,['3223759']
7047511,6836787,['6836787']
1744056,3927822; 1592299,"['3927822', '1592299']"
1984995,1195703,['1195703']
5881214,2031119,['2031119']
5982582,5903933; 3321941,"['5903933', '3321941']"
7589704,7225858,['7225858']
5187552,3820766; 4044802,['4044802']
5832961,5832960,['5832960']
486768,55727,['55727']
7181933,5797324; 6762592,"['5797324', '6762592']"
6497574,6144589; 2151328,"['6144589', '2151328']"
6108357,5312866,['5312866']
5018011,2237886,['2237886']
4013324,3714370; 3800363; 3778158; 3915234,['3915234']
1340125,4025715; 927116,"['4025715', '927116']"
5047927,1591163,['1591163']
1286741,3275096; 3244298; 1369793,"['3275096', '1369793']"
1115986,558815; 820108,"['558815', '820108']"
5190486,2581340; 3010361,"['2581340', '3010361']"
5653550,3298041; 6790472,['6790472']
487138,222749,['222749']
2098984,1602849,['1602849']
4000249,4000248,['4000248']
7541598,7543078; 5232850; 5961740,"['7543078', '5232850', '5961740']"
1054694,3801900; 647320,['647320']
2063415,1719308,['1719308']
5948232,5161934; 5690741; 6914137,"['5161934', '5690741', '6914137']"
1372724,1181867; 3848259; 53146; 3810525,"['1181867', '3848259', '53146']"
5261623,167396,['167396']
6860660,3927336,['3927336']
6604483,5081505; 5006706; 4111621; 1039075; 1846857,"['5081505', '5006706', '4111621', '1039075', '1846857']"
5570395,1532356; 1968528,"['1532356', '1968528']"
2237057,2193869,['2193869']
1134797,4076275,['4076275']
2068096,1883350,['1883350']
898143,737419; 636121,"['737419', '636121']"
4096083,3743634; 3939892,['3939892']
1963989,1445142,['1445142']
6044930,2116146,['2116146']
5641627,3990409; 2057386; 5250866,"['3990409', '2057386', '5250866']"
5793112,5501028; 5299223,"['5501028', '5299223']"
6195718,1426675; 3744127,['1426675']
5028601,741486; 636145,"['741486', '636145']"
1582320,980807; 637704,"['980807', '637704']"
6676603,6361263; 6533946,"['6361263', '6533946']"
1815637,3327313,['3327313']
5286878,43741; 5071307,"['43741', '5071307']"
2162576,24068; 4152646; 4049841; 220742; 794354,"['24068', '4152646', '4049841', '220742', '794354']"
6397261,870270; 5082631; 2514856,"['870270', '5082631', '2514856']"
7783737,7749398,['7749398']
5776110,2028838; 5620992,"['2028838', '5620992']"
972383,4158584,['4158584']
7169469,7079486; 2191916,"['7079486', '2191916']"
6514331,5877211; 1729113,"['5877211', '1729113']"
4073953,3884839,['3884839']
11314,4125720; 4059749,"['4125720', '4059749']"
4193998,3906699,['3906699']
7569237,7063099,['7063099']
4118680,3857446,['3857446']
7592407,3404278,['3404278']
7238084,6020482,['6020482']
2037252,1038785,['1038785']
6285116,3667052; 6180117,['6180117']
6025197,3207661; 5236880,"['3207661', '5236880']"
33007,4107288,['4107288']
681823,4097538; 16670,"['4097538', '16670']"
1472030,4103689; 4214926,"['4103689', '4214926']"
1305311,607002; 1275723; 1121901,"['607002', '1275723', '1121901']"
6964607,3421121; 2103493,['2103493']
1694602,92833,['92833']
6153930,5215052,['5215052']
6760040,5610477; 1164576,"['5610477', '1164576']"
7579708,1418755; 6378726,"['1418755', '6378726']"
6244678,5167305; 636079,"['5167305', '636079']"
6658566,3818604; 6522476,['6522476']
6363606,5199923,['5199923']
6272035,5378285; 5248314,"['5378285', '5248314']"
4214614,3998303; 3935648; 4088111,"['3998303', '3935648', '4088111']"
6851074,19935; 6156620; 5117853; 5291475; 6175487,"['19935', '6156620', '5117853', '5291475', '6175487']"
1785719,3981173; 3659601,['3981173']
7216712,2162461,['2162461']
5518596,1143395; 1595278,"['1143395', '1595278']"
7619455,6196791,['6196791']
1053835,1070735; 828018,"['1070735', '828018']"
6334464,5533129,['5533129']
2104670,954709,['954709']
6219852,1556964; 1686082,"['1556964', '1686082']"
6796584,14848; 223326,"['14848', '223326']"
4031401,3914092,['3914092']
5836417,1508230,['1508230']
2127970,4192643; 4124598,"['4192643', '4124598']"
1228467,224235; 626023,['626023']
7362202,5879765,['5879765']
5539508,3636896; 3680738; 5539509,['5539509']
1529191,1446809,['1446809']
5777854,5166581,['5166581']
6428028,6155001,['6155001']
2140224,3627484; 3961774; 1512875,"['3961774', '1512875']"
1358033,763785; 915114,"['763785', '915114']"
3882891,3844259,['3844259']
2158997,1791997,['1791997']
6879844,665662; 1587668; 6175511,"['665662', '1587668', '6175511']"
3873404,3019695,['3019695']
7658626,7374501; 2211589; 7054690,"['7374501', '2211589', '7054690']"
5201553,5041646,['5041646']
5242396,3920932; 3877529; 4181737,"['3920932', '3877529', '4181737']"
5657061,3704613; 220742; 3659802,['220742']
1428399,842071,['842071']
2206178,977970,['977970']
1880254,480337; 549039,"['480337', '549039']"
5519666,2113773,['2113773']
870208,29183,['29183']
1819434,4154703; 4183683; 11324; 1214153; 1124062,"['4154703', '4183683', '11324', '1214153', '1124062']"
7783003,5717807,['5717807']
7629,3556335; 4017185,['4017185']
6362712,3679693,['3679693']
6921812,2137926; 5990811,"['2137926', '5990811']"
6688033,1415034,['1415034']
7175278,6670022,['6670022']
7513928,3247268; 3237971; 599647,"['3237971', '599647']"
7301487,6964636; 6892638,"['6964636', '6892638']"
7460127,6298639,['6298639']
6803153,6034389,['6034389']
6211982,6095388,['6095388']
970521,45272,['45272']
6684923,5176109,['5176109']
1089813,495012,['495012']
7777457,851929,['851929']
7466418,6563645; 6640420; 6824846,"['6563645', '6640420', '6824846']"
1006229,1006224,['1006224']
2076580,3869590,['3869590']
6699884,3108399; 5015652,['5015652']
1011263,822749; 553876; 562659,"['822749', '553876', '562659']"
6223867,3282703; 5707889; 5649980,"['5707889', '5649980']"
1902882,4004311; 1943337; 4043961,"['4004311', '1943337', '4043961']"
7247514,3842680,['3842680']
6620849,5986563,['5986563']
7056360,5626109,['5626109']
5035983,2101708,['2101708']
1446461,3867330,['3867330']
5007224,3346519; 3458772; 3838172; 569708,['569708']
6100928,5885398,['5885398']
866256,4024206; 3510465,['4024206']
754035,3436670,['3436670']
1261674,44595,['44595']
6495611,5955371; 6113295; 1550748,"['5955371', '6113295', '1550748']"
7055730,5935888,['5935888']
5777318,2201301; 3536661; 5535029,"['2201301', '5535029']"
840168,4067166; 554259; 4019300; 4021411,"['4067166', '554259', '4019300', '4021411']"
727817,4013020; 4123876; 3485953; 3964372,"['4013020', '4123876', '3964372']"
6451625,6254806; 2238684,"['6254806', '2238684']"
7471461,7197404,['7197404']
878010,4197045,['4197045']
6577320,5899032,['5899032']
6045622,1275819,['1275819']
6471633,5786471,['5786471']
1943314,1267472,['1267472']
5213957,3003317; 3935394; 120162,"['3935394', '120162']"
4178143,4022171; 4038829; 3998786; 4020025,"['3998786', '4020025']"
6701658,6243825,['6243825']
5989584,2072632; 1839956,"['2072632', '1839956']"
840768,482095; 711665,"['482095', '711665']"
7081797,7410933,['7410933']
5659494,773781,['773781']
5126236,776071,['776071']
3983607,3944283,['3944283']
4208191,4059511; 4029696,['4029696']
6573330,5377060; 6498138; 6300580,"['5377060', '6498138', '6300580']"
894068,4115669,['4115669']
1026126,3110203; 868455,"['3110203', '868455']"
820516,4089475,['4089475']
488262,139528,['139528']
6893037,3855387,['3855387']
2112749,4129336; 1010962; 841818; 981805; 1407551,"['4129336', '1010962', '841818', '981805', '1407551']"
1546933,775710; 1052850,"['775710', '1052850']"
2227548,1811935,['1811935']
7246533,866098; 6802535,"['866098', '6802535']"
1610667,3938041,['3938041']
1455751,847787,['847787']
6609914,6258832; 5769082; 5554341,"['6258832', '5769082', '5554341']"
5293091,1895790; 1782098,"['1895790', '1782098']"
6248920,5866187; 2132460,"['5866187', '2132460']"
94735,4185244,['4185244']
1833963,3909588; 1005344; 612885; 1631969,"['3909588', '1005344', '612885', '1631969']"
5966257,108487,['108487']
739490,3984248; 599773,"['3984248', '599773']"
5275504,1906351; 1906008,"['1906351', '1906008']"
2051623,1708282; 2126705,"['1708282', '2126705']"
639726,3909046,['3909046']
22407,3932825,['3932825']
954753,3886020; 3900906; 4139891; 23265; 4014850,"['3886020', '3900906', '4139891', '23265', '4014850']"
4054504,3804376; 4002978; 3791187,"['3804376', '4002978']"
3879215,3879216,['3879216']
6202991,5729741,['5729741']
6284973,5268152; 5518752,"['5268152', '5518752']"
1026394,3057997; 93289,['93289']
1295383,1026535; 957016,"['1026535', '957016']"
6268867,2663782,['2663782']
1669214,1142756,['1142756']
5202285,2194449,['2194449']
1271401,3196340; 3503388,['3196340']
5044305,4183437,['4183437']
6291655,5673156,['5673156']
3911324,3911323,['3911323']
5851542,1700724; 834270,"['1700724', '834270']"
6894045,4148085; 6736559,"['4148085', '6736559']"
7288863,6455658; 5935750,"['6455658', '5935750']"
5177794,195196; 3630252; 5202466,"['195196', '5202466']"
1032970,3506978; 3682004; 194089,['194089']
7089109,6289413,['6289413']
5237512,5263176,['5263176']
2051655,1650306; 1295410,['1295410']
5318513,2105155,['2105155']
5303537,5496992,['5496992']
6438601,5775270; 2017729,"['5775270', '2017729']"
5902954,5258506; 5242602,"['5258506', '5242602']"
5141819,5171528; 5171529,"['5171528', '5171529']"
2074247,1611747; 1000545,"['1611747', '1000545']"
1279070,806277; 862349; 1195647; 1186707,"['806277', '862349', '1195647', '1186707']"
1091152,4033629,['4033629']
4212371,4120456,['4120456']
7210938,1573379,['1573379']
7052635,5999799,['5999799']
5137479,1857854,['1857854']
749193,4146123,['4146123']
6040372,1304463; 5226890,"['1304463', '5226890']"
5215296,503452,['503452']
6447468,3610124; 3947120,"['3610124', '3947120']"
7159769,3623891; 4045922; 4007760,"['4045922', '4007760']"
1054884,3697330; 3792379; 695921,['695921']
7724099,3980031; 937154,"['3980031', '937154']"
1488534,690980; 464113,"['690980', '464113']"
6509432,2687504,['2687504']
4102083,3971794; 0049.404; 3944867,['3944867']
5507223,5081217; 5070617; 5173769; 1602206,"['5081217', '5070617', '5173769', '1602206']"
1872886,1660642,['1660642']
6334305,6261656,['6261656']
6254649,5655905,['5655905']
6924045,6774928,['6774928']
7332741,6653577; 3051992,"['6653577', '3051992']"
5291233,3884886; 5261669,"['3884886', '5261669']"
1355899,3389916; 663771,['663771']
5566177,2130773; 5023179,"['2130773', '5023179']"
1739930,3139051,['3139051']
6379063,5886799; 2173218; 5655024,"['5886799', '2173218', '5655024']"
1114177,977868,['977868']
1279188,497433,['497433']
6911440,3605474; 825912,['825912']
5793214,5534742,['5534742']
5883111,927263; 1017486,"['927263', '1017486']"
6222665,5275046; 4152049,"['5275046', '4152049']"
864996,3587036; 891007,['891007']
5616046,2655800,['2655800']
59791,4186562,['4186562']
5285042,32463; 1595939,"['32463', '1595939']"
1837316,1517950,['1517950']
5663848,3821868,['3821868']
6235,3977994,['3977994']
5924530,5669169,['5669169']
7734189,3953619; 179344; 7555188,"['3953619', '179344', '7555188']"
7498334,6945131,['6945131']
4061611,3901120; 3739890; 3875636,"['3901120', '3875636']"
1482120,834231,['834231']
7371496,1596875; 2107500; 7384233,"['1596875', '2107500', '7384233']"
6302288,2248334,['2248334']
2091400,1092902; 3767392; 3581869,"['1092902', '3767392']"
2012038,4057596,['4057596']
1054981,1021775; 165242,"['1021775', '165242']"
6182627,5541317; 6025133,"['5541317', '6025133']"
5374741,1526538; 1178981,"['1526538', '1178981']"
5279166,4111000; 1388907; 1543009; 1506586,"['4111000', '1388907', '1543009', '1506586']"
32153,4208752; 7513,"['4208752', '7513']"
727093,59883,['59883']
5614366,783365,['783365']
1817571,3977860,['3977860']
4024041,4024042,['4024042']
5860366,5612701; 5256537,"['5612701', '5256537']"
4099428,3596956; 4063205,"['3596956', '4063205']"
1967927,1235848; 617039,"['1235848', '617039']"
5233892,4099877,['4099877']
1416531,1098724,['1098724']
7197533,6741332,['6741332']
4186271,3983782,['3983782']
1708538,871761,['871761']
2230733,1619594,['1619594']
1309704,825443,['825443']
4059502,3044148; 3931121,"['3044148', '3931121']"
6073816,1404753,['1404753']
1566950,554869; 871761; 963187; 1436293,"['554869', '871761', '963187', '1436293']"
4188791,4019456,['4019456']
1470925,782280,['782280']
1945941,868353,['868353']
1062798,4150532,['4150532']
5015594,1208707; 2032503; 1661087,"['1208707', '2032503', '1661087']"
1761076,1271462; 1701637,"['1271462', '1701637']"
4126243,3868174; 3840790,['3868174']
549363,32642,['32642']
1082452,1050810,['1050810']
2220024,1910601,['1910601']
5786483,5634087,['5634087']
5294700,2191868,['2191868']
6367101,3107098,['3107098']
2093929,3723457; 1326846,['1326846']
1738048,3629839; 863708; 4109647,"['863708', '4109647']"
2066147,195044; 3931853; 59246,"['195044', '3931853', '59246']"
1434302,1335166,['1335166']
5119621,2148647; 884750,"['2148647', '884750']"
5279150,3663831; 4004976; 5224874,"['4004976', '5224874']"
6022910,1732177; 45422; 45411,"['1732177', '45422', '45411']"
5869876,1446347; 5299347; 2135317,"['1446347', '5299347', '2135317']"
7347021,1186154; 7069181,"['1186154', '7069181']"
7226393,2050057,['2050057']
682605,569672,['569672']
4093980,3505542; 3779866; 3554739; 3585886,"['3505542', '3779866']"
6073432,5358701,['5358701']
2099076,572310; 910496; 1668774,"['572310', '910496', '1668774']"
7373862,500628; 1018640,"['500628', '1018640']"
1729295,4033870; 179233; 1729295,"['4033870', '179233', '1729295']"
5636145,3300440; 3848141; 5006925,"['3848141', '5006925']"
2102797,903605; 897940,"['903605', '897940']"
7347506,6558592; 7052886,"['6558592', '7052886']"
1241848,3968590; 764234,"['3968590', '764234']"
2091222,3186542; 3183629; 3295321; 221969,['221969']
794277,4159562; 3241207; 3103544; 0149.234,"['4159562', '3103544']"
1271727,4017156,['4017156']
7259090,1548398,['1548398']
7471577,5042436,['5042436']
957446,3962507,['3962507']
910225,4204694,['4204694']
7199642,6663606; 6717492,"['6663606', '6717492']"
1357353,3297586; 1117927,['1117927']
7578941,3061430; 5019785; 6201463,"['5019785', '6201463']"
2070390,1057651; 1787485; 1097386,"['1057651', '1787485', '1097386']"
2146492,1252636; 1535301,"['1252636', '1535301']"
1325580,479870,['479870']
4128962,4040037; 3989493,['3989493']
5571613,1850957; 5242529,"['1850957', '5242529']"
4114435,3894186; 3668377,['3894186']
5836554,714744,['714744']
7584809,7118792,['7118792']
934333,718535,['718535']
1595098,732168,['732168']
818348,530009,['530009']
1396432,4103915; 567456,"['4103915', '567456']"
7031403,6009061,['6009061']
6722171,6722170,['6722170']
5239690,1488568,['1488568']
6552875,5813792,['5813792']
7404680,2123715; 3379058,['2123715']
5669122,5669123,['5669123']
7091819,7011026,['7011026']
5135840,561496; 3099065; 5144442,"['561496', '3099065', '5144442']"
6025785,898160,['898160']
6407248,2124296,['2124296']
7267888,7026055,['7026055']
7574796,7202988,['7202988']
1990166,1824088; 1985908; 1584729,"['1824088', '1985908', '1584729']"
7483061,5173335; 3262658; 3401515; 4044462,"['5173335', '4044462']"
61812,4156791,['4156791']
5377126,1060741; 2157755,"['1060741', '2157755']"
1114176,935075,['935075']
5688500,2103769,['2103769']
7137282,6606436,['6606436']
806284,683230,['683230']
1515784,924299; 3927990; 843490; 3895994,"['924299', '3927990', '843490', '3895994']"
1282920,0990.23394; 691443; 3734023; 819353,"['691443', '819353']"
5013663,1211626,['1211626']
6210859,868360,['868360']
1390167,1460652; 1547252,"['1460652', '1547252']"
2053315,589972; 1140254,"['589972', '1140254']"
7088965,1563495; 5028472; 1820065,"['1563495', '5028472', '1820065']"
5778422,1000074,['1000074']
5657194,2194135,['2194135']
5181306,9997,['9997']
3900749,3855103,['3855103']
1665969,4063815,['4063815']
38877,4192340,['4192340']
7225452,3329342; 6376343; 6503585,"['6376343', '6503585']"
5083352,5043549,['5043549']
5647766,2165438,['2165438']
5976489,5777266; 5918871,"['5777266', '5918871']"
1836616,8625,['8625']
2157193,2105252,['2105252']
1803837,671685; 4107479,"['671685', '4107479']"
1965117,44054; 711262,"['44054', '711262']"
